Customer_ID,Account_Type,Age,Gender,Region,Income,Balance,Credit_Score,Loan_Amount,Loan_Status,Transactions_Last_Month,Online_Banking,Mobile_App_Usage,Card_Holder,Cards_Count,Overdraft,Investment_Account,Insurance_Policies,Branch_Visits_Last_Year,Complaints_Last_Year,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40
CUST_00024,Loan,54,Female,South,91348.9,53305.88,397,35410.29,Approved,40,0,0,1,2,0,0,2,4,1,31.36,46.31,88.61,89.92,51.87,147.88,77.02,21.58,100.03,140.69,239.91,135.5,166.37,71.6,52.83,105.72,119.43,157.35,71.77,22.3
CUST_00025,Loan,26,Other,West,39918.98,10933.65,601,23651.37,Rejected,9,0,0,0,1,0,1,0,7,1,124.06,71.98,120.0,0.52,131.99,98.93,29.46,131.92,63.57,120.95,138.1,93.28,30.48,-15.61,94.72,163.84,63.22,54.44,86.31,81.22
CUST_00026,Checking,32,Other,North,61888.73,7341.03,341,851.46,Pending,23,1,1,1,2,0,1,2,2,1,92.95,76.39,101.72,102.55,50.69,93.31,162.49,103.94,242.16,116.57,130.8,117.23,42.94,97.57,79.85,75.87,153.87,114.16,87.57,137.56
CUST_00027,Checking,20,Male,West,61327.65,37915.34,615,30446.27,Approved,19,1,0,0,1,0,1,4,11,2,95.42,138.88,78.83,67.79,32.84,67.98,64.27,139.96,17.58,127.88,89.14,152.41,80.68,179.15,107.91,162.82,105.44,21.09,153.99,100.23
CUST_00028,Checking,46,Other,West,38223.01,10969.68,683,15611.52,Approved,41,1,1,1,2,0,1,4,3,0,192.0,129.02,39.12,141.44,77.95,109.37,85.37,171.95,200.05,106.75,104.31,65.67,118.12,101.09,125.52,59.09,64.81,39.09,83.06,18.93
CUST_00029,Loan,23,Female,West,69118.94,953.98,403,12223.42,Pending,15,0,0,1,1,0,0,1,16,0,64.97,174.33,21.72,39.96,117.99,3.13,83.6,39.53,82.67,158.01,95.77,83.26,84.84,66.05,96.77,66.6,220.61,146.39,146.44,145.48
CUST_00030,Loan,34,Other,South,63363.45,6267.59,635,9278.96,Rejected,40,0,0,0,3,1,0,2,16,0,62.2,63.75,117.86,82.43,106.55,166.23,95.44,118.38,144.06,175.41,155.19,86.83,61.01,-5.71,82.45,139.88,166.16,56.92,89.51,69.0
CUST_00031,Savings,43,Female,South,44530.49,13532.72,331,16711.62,Pending,37,1,1,1,1,0,0,1,7,1,85.17,44.4,101.52,52.28,125.5,117.54,117.27,20.23,38.84,75.33,108.44,122.21,102.63,110.22,168.79,67.85,108.0,170.55,49.46,127.76
CUST_00032,Savings,38,Other,West,53894.05,3937.61,581,23079.64,Pending,43,0,0,1,3,1,1,1,12,1,166.88,68.87,100.91,-39.62,91.53,9.46,97.52,196.93,115.95,31.44,102.43,93.87,123.61,83.74,184.5,61.7,138.54,80.07,118.16,77.42
CUST_00033,Loan,25,Female,West,30808.56,7505.05,329,10053.07,Rejected,48,0,1,0,4,1,0,0,6,0,64.73,23.95,173.11,180.3,71.42,103.34,85.18,67.24,98.58,75.22,129.42,181.04,137.1,146.5,86.85,131.42,96.42,129.67,65.86,131.43
CUST_00034,Checking,38,Female,North,32288.25,13289.01,692,16275.84,Pending,41,1,1,1,1,1,1,2,9,1,170.41,156.4,208.07,109.76,68.58,73.23,27.1,122.15,94.75,93.35,61.82,107.09,83.54,84.97,63.49,44.51,134.49,92.51,111.07,-14.25
CUST_00035,Checking,74,Other,West,49568.86,34573.62,331,48806.14,Approved,42,0,1,0,2,0,1,3,10,0,243.0,71.4,114.86,98.48,126.42,60.69,79.96,57.26,270.46,24.52,26.01,90.19,176.32,152.54,41.87,123.94,117.21,157.44,141.81,119.9
CUST_00036,Savings,28,Other,West,64949.48,51083.52,448,19757.0,Pending,40,0,0,0,4,0,1,3,7,0,192.61,23.29,100.66,7.48,110.99,57.05,80.52,102.3,127.03,-19.05,5.83,117.73,104.7,52.49,10.07,172.94,106.41,52.06,81.21,75.46
CUST_00037,Loan,55,Female,West,43329.8,36634.83,375,24659.08,Rejected,17,0,0,0,3,1,1,4,15,1,35.05,71.8,147.7,71.11,109.18,105.16,149.34,10.78,93.29,44.54,85.94,194.79,123.21,-2.62,169.54,126.69,34.31,-14.58,31.74,73.71
CUST_00038,Savings,25,Male,West,37670.85,16583.71,706,5417.31,Rejected,34,1,0,1,4,0,1,3,6,1,43.26,102.46,147.51,107.25,94.2,150.49,34.65,44.91,78.37,176.43,159.09,155.16,76.72,136.65,120.83,119.97,12.34,34.58,140.2,114.61
CUST_00039,Savings,59,Other,South,45385.57,-1158.83,573,1425.97,Pending,29,1,0,1,1,0,1,1,8,2,118.29,153.82,134.39,118.9,31.2,41.93,126.02,120.37,104.71,48.52,74.82,67.01,121.06,68.61,112.92,123.04,133.64,127.24,99.33,178.88
CUST_00040,Business,41,Female,West,66572.34,30522.12,848,29645.33,Pending,36,1,1,0,0,0,1,1,14,0,90.73,35.78,49.24,119.84,112.87,223.97,70.03,82.91,137.1,127.3,58.66,45.78,106.25,34.57,84.82,79.98,21.3,113.51,158.66,-61.55
CUST_00041,Business,78,Other,East,22963.3,4651.34,360,26790.68,Pending,4,1,0,0,1,0,0,0,7,2,88.56,90.82,98.25,109.99,176.04,158.21,108.87,75.33,73.39,102.8,85.74,91.64,178.67,10.93,45.3,78.46,101.52,108.83,167.51,120.44
CUST_00042,Business,52,Other,West,67226.98,14459.05,430,32138.58,Approved,36,1,1,0,3,0,1,4,0,0,77.44,79.63,101.43,49.83,144.87,190.94,194.15,151.8,91.46,76.67,113.64,30.79,64.67,79.83,140.91,75.78,54.7,79.43,145.52,78.44
CUST_00043,Checking,72,Other,South,60239.5,44238.56,812,14204.04,Rejected,10,1,1,0,4,0,0,4,9,0,89.56,40.18,155.92,171.29,188.16,120.52,168.46,142.66,43.2,64.27,164.56,139.6,67.46,76.61,70.28,69.41,128.32,126.95,49.7,105.86
CUST_00044,Loan,31,Other,East,22868.5,45565.97,359,27543.14,Approved,3,1,0,1,0,0,0,4,1,2,130.73,135.31,117.81,137.78,68.3,48.06,116.27,118.98,85.05,75.04,71.68,115.53,77.42,51.77,126.34,186.64,101.81,134.44,119.37,66.56
CUST_00045,Loan,72,Other,East,45294.58,22673.7,679,-10542.64,Approved,36,0,0,0,2,1,0,3,15,0,80.51,65.89,131.72,78.79,94.11,96.51,74.01,61.86,113.71,107.47,109.17,4.42,91.96,132.68,131.25,114.99,102.69,121.56,72.62,129.55
CUST_00046,Loan,31,Male,West,62721.43,38403.24,646,20412.21,Approved,10,0,0,1,4,0,0,0,8,2,81.55,68.92,104.45,74.08,189.21,90.24,38.96,73.68,96.4,103.55,142.03,127.7,127.2,34.03,110.29,179.99,45.16,100.32,107.15,95.92
CUST_00047,Loan,27,Male,West,11791.0,37873.5,741,25330.26,Rejected,11,0,0,1,4,1,0,0,18,0,183.56,130.68,169.65,42.42,85.67,118.63,86.42,137.72,106.08,145.02,76.65,105.2,48.31,96.17,90.15,149.11,198.94,-9.61,94.3,130.58
CUST_00048,Business,29,Male,South,29293.56,29861.02,842,8117.08,Rejected,48,0,1,1,1,0,1,0,11,2,64.19,134.45,171.92,76.86,127.18,77.47,176.06,61.24,37.22,125.15,124.94,98.39,164.29,101.36,142.48,77.86,89.17,100.74,42.61,249.2
CUST_00049,Checking,55,Female,East,19541.76,15929.11,698,25558.34,Approved,46,1,0,1,2,1,0,0,2,1,31.94,140.45,97.38,124.13,132.36,120.31,146.16,143.07,133.37,99.94,103.8,184.24,76.15,154.67,123.11,68.06,34.1,-19.9,75.87,72.05
CUST_00050,Checking,61,Male,East,38440.38,11664.04,306,13202.11,Rejected,27,1,1,0,0,0,1,0,12,1,155.1,128.13,177.16,168.95,143.83,29.95,101.43,228.29,123.24,115.69,96.48,159.21,101.59,81.2,81.81,140.12,123.42,36.06,81.39,166.35
CUST_00051,Business,72,Male,South,70754.64,20667.05,690,14202.99,Rejected,25,1,0,0,4,0,1,2,17,0,21.5,119.25,81.38,96.3,103.69,91.23,115.83,-14.49,46.45,16.21,139.88,103.16,46.55,62.0,90.71,58.76,89.93,130.82,179.81,146.52
CUST_00052,Checking,63,Female,West,65965.29,751.62,434,12414.0,Rejected,33,1,1,0,1,0,0,1,16,2,76.62,59.69,146.53,173.91,2.59,101.4,67.51,57.4,58.08,106.36,46.83,116.55,138.9,97.32,103.91,155.9,83.03,81.19,138.91,105.76
CUST_00053,Business,51,Male,North,39891.85,12842.58,319,30813.18,Pending,0,1,0,0,1,0,0,2,4,1,36.03,2.08,140.46,171.41,138.25,67.59,117.52,83.93,129.54,165.21,69.46,131.76,54.05,74.63,116.55,79.01,111.41,99.92,121.67,121.42
CUST_00054,Loan,58,Other,North,70578.82,28974.89,626,10456.36,Rejected,5,0,1,1,0,1,1,1,16,2,80.6,93.99,99.88,54.57,123.84,141.92,89.57,119.02,74.82,125.22,89.05,132.78,122.92,94.1,79.88,147.91,73.8,112.04,130.21,-13.84
CUST_00055,Business,27,Male,East,63268.03,10550.3,733,9233.35,Rejected,32,1,0,0,2,0,0,1,5,2,70.16,107.34,90.71,88.12,99.74,99.06,91.99,146.6,87.0,47.47,85.01,120.23,168.84,86.43,107.54,174.66,95.02,179.52,85.25,107.86
CUST_00056,Loan,75,Male,East,75502.58,43169.06,673,6427.7,Rejected,46,0,1,1,2,0,1,2,0,0,169.55,-18.75,109.8,109.58,67.3,100.32,98.17,93.1,101.17,44.93,179.37,71.43,98.39,196.87,101.62,139.26,152.29,136.03,61.84,62.62
CUST_00057,Loan,34,Male,West,48229.08,23693.06,442,11314.24,Approved,23,1,1,0,1,0,0,1,9,2,163.86,44.81,148.57,144.65,76.33,57.02,47.74,116.32,109.17,123.12,68.02,90.29,106.82,83.88,79.9,62.88,155.47,-31.73,94.81,114.6
CUST_00058,Savings,34,Other,North,60781.54,31740.55,693,16950.03,Pending,33,0,0,1,2,0,0,2,5,0,25.7,85.74,116.49,76.11,43.19,77.38,122.56,89.82,66.56,109.79,133.61,51.82,53.53,92.17,104.57,100.23,49.71,158.51,99.19,151.97
CUST_00059,Business,20,Other,East,117436.42,16804.68,782,21385.89,Pending,7,0,0,0,2,0,0,0,19,1,71.53,71.23,166.95,145.82,57.94,148.99,87.83,14.47,90.07,11.35,97.36,106.01,61.91,133.33,156.67,87.2,151.47,82.71,191.15,42.94
CUST_00060,Savings,79,Other,West,43808.53,29477.01,790,7467.09,Approved,15,0,1,0,1,1,1,0,9,2,22.48,104.66,76.08,60.46,102.7,71.75,114.58,144.66,225.17,97.78,144.22,79.95,86.05,81.71,164.29,160.56,93.37,58.99,248.72,161.85
CUST_00061,Business,48,Other,North,48700.36,3061.01,620,18729.04,Rejected,15,0,0,0,4,1,1,2,5,1,104.67,137.8,160.72,82.15,176.9,87.05,135.22,127.53,69.94,100.99,72.91,110.74,99.09,38.43,202.86,148.81,-24.93,45.13,86.4,1.35
CUST_00062,Business,68,Female,South,46821.96,26347.34,711,21119.71,Rejected,15,1,0,0,4,1,1,4,17,2,100.21,62.73,7.86,94.72,180.57,170.31,37.84,44.32,91.27,100.19,118.93,165.04,98.34,116.6,278.35,178.64,122.56,121.62,88.61,92.67
CUST_00063,Savings,18,Other,East,48189.93,27754.32,653,5672.25,Pending,33,1,1,0,2,0,0,0,9,1,17.66,116.04,113.08,-15.28,101.25,154.1,44.81,18.22,23.87,108.72,133.0,135.73,83.52,68.52,100.72,75.7,60.75,115.89,29.61,52.44
CUST_00064,Savings,29,Other,South,61162.06,39247.47,731,15631.37,Rejected,19,1,1,1,1,0,1,1,5,1,211.66,92.44,112.93,100.2,189.29,11.97,90.99,103.3,180.47,163.77,121.29,60.25,79.36,193.96,98.66,68.85,224.96,129.29,167.16,-8.23
CUST_00065,Business,56,Other,North,51162.17,-10103.39,302,14151.52,Pending,13,0,1,0,4,1,0,0,17,2,68.23,81.08,43.2,96.48,63.95,123.27,183.32,118.46,60.23,89.03,154.41,113.61,111.78,166.36,89.21,74.63,23.78,63.66,104.88,173.52
CUST_00066,Checking,21,Other,West,22703.01,9927.0,430,15738.5,Approved,25,1,0,1,4,1,1,2,13,0,35.75,154.87,159.66,96.01,131.84,100.21,83.28,129.47,154.9,168.85,134.41,71.75,125.86,173.69,120.79,86.59,125.07,99.51,57.77,94.57
CUST_00067,Loan,59,Female,West,50360.98,-6700.81,374,9700.1,Pending,1,1,0,0,1,0,0,1,11,1,91.01,123.48,81.91,148.54,105.37,113.18,71.45,57.87,139.9,87.76,178.87,109.28,130.92,145.52,120.96,96.02,145.75,97.88,165.49,43.12
CUST_00068,Savings,30,Male,North,39473.81,7406.63,623,13645.0,Pending,18,1,1,1,0,0,1,3,16,2,171.94,79.04,118.91,72.6,101.21,38.62,20.84,149.48,129.39,55.36,112.12,81.88,66.46,48.81,151.55,118.69,142.8,87.3,116.33,61.99
CUST_00069,Loan,51,Male,South,15429.62,18393.12,777,15310.71,Pending,1,0,0,1,2,1,1,3,2,0,45.05,127.49,47.46,99.26,96.52,104.44,71.27,71.29,93.27,24.09,102.58,83.17,173.11,105.18,61.56,76.76,91.24,103.96,25.8,10.13
CUST_00070,Checking,59,Other,West,72900.64,28850.62,459,33640.48,Pending,49,0,1,0,2,0,0,3,8,2,161.62,135.98,104.77,39.79,94.05,206.05,162.58,193.27,60.65,124.18,143.2,77.67,163.77,168.05,99.55,112.91,59.13,146.64,13.36,109.39
CUST_00071,Checking,38,Other,East,39362.71,53701.77,316,15447.39,Pending,25,1,1,1,4,1,1,1,15,1,107.09,115.18,59.66,54.01,50.64,109.12,132.47,105.38,77.73,93.95,-12.89,212.58,71.98,132.09,115.62,44.73,141.93,86.57,62.23,210.05
CUST_00072,Checking,39,Other,South,57667.33,40256.98,694,28384.14,Approved,24,1,1,1,1,0,1,1,3,2,29.71,170.77,150.71,103.99,134.8,127.77,79.1,121.26,141.63,157.7,112.36,103.61,119.29,128.66,166.89,47.83,112.54,162.62,119.97,124.85
CUST_00073,Savings,74,Male,South,-13079.8,12685.09,655,29141.11,Rejected,48,0,0,1,3,1,1,2,0,1,59.64,92.57,98.68,135.05,48.97,77.61,191.39,89.18,209.06,38.66,114.91,63.5,109.73,135.25,29.82,128.82,142.51,75.21,150.78,100.4
CUST_00074,Checking,21,Male,East,59978.44,30811.48,331,1810.31,Rejected,18,0,1,1,3,0,0,0,7,2,84.81,91.67,73.3,246.06,114.94,175.21,140.34,138.91,73.96,162.43,121.94,143.89,124.22,111.5,108.5,54.98,109.26,84.44,48.49,151.8
CUST_00075,Savings,35,Other,North,43731.72,38377.51,782,12088.11,Pending,45,1,1,0,1,0,0,0,10,1,50.64,12.68,143.18,149.42,98.34,43.14,31.27,61.4,84.03,128.22,41.71,69.02,115.73,190.94,188.55,78.65,119.95,152.8,155.77,31.77
CUST_00076,Checking,22,Male,West,18903.04,18502.33,454,29161.73,Rejected,48,1,1,1,1,1,1,0,16,0,11.19,96.61,107.66,131.71,77.03,79.55,80.49,116.55,104.07,153.34,2.47,144.54,91.25,61.08,91.73,29.83,-0.82,32.95,90.88,178.84
CUST_00077,Loan,36,Female,South,38961.61,19048.84,814,16811.08,Pending,47,0,1,1,0,0,0,1,7,2,73.57,44.57,120.94,103.4,89.65,58.88,73.31,144.82,82.63,142.51,-39.56,89.84,133.86,138.67,122.11,62.33,71.19,143.43,12.8,123.93
CUST_00078,Loan,19,Other,West,36273.48,16556.38,641,13836.16,Rejected,16,1,1,0,3,1,1,1,2,0,179.74,20.44,128.23,162.41,101.51,34.34,73.0,72.81,82.93,95.64,158.42,109.58,104.25,93.85,165.61,200.5,40.89,107.71,113.98,134.57
CUST_00079,Business,29,Other,West,65013.51,27247.34,705,22500.3,Rejected,29,0,1,0,1,1,1,4,12,1,110.99,122.99,101.23,201.26,99.72,130.95,139.65,184.93,207.75,161.44,98.98,-20.19,151.52,108.55,19.33,80.26,50.61,109.63,42.58,156.29
CUST_00080,Loan,34,Female,South,51808.54,26204.12,672,25675.25,Rejected,11,0,0,0,1,1,0,0,8,0,134.05,75.43,70.96,144.67,82.39,19.2,24.75,46.39,130.73,35.7,91.07,54.18,73.82,100.6,156.67,66.73,189.31,18.46,134.81,112.09
CUST_00081,Business,27,Female,North,19550.22,22130.9,585,14706.29,Rejected,20,1,0,1,2,1,1,3,3,2,89.03,65.8,113.82,77.46,151.25,69.83,73.93,89.12,147.16,153.94,72.49,68.62,86.48,145.5,86.8,119.34,-10.45,19.7,60.36,-3.62
CUST_00082,Loan,51,Male,South,58770.08,46059.69,520,12217.46,Approved,35,0,1,1,3,0,0,0,16,1,113.77,19.59,109.43,102.66,68.35,78.36,112.97,35.03,132.79,-9.94,60.48,90.73,27.5,119.52,52.01,138.65,83.32,118.67,67.4,108.2
CUST_00083,Savings,23,Female,North,8585.15,35053.53,446,-8635.69,Pending,39,0,0,1,1,1,1,4,11,2,55.96,26.31,175.23,142.53,183.91,86.62,67.59,46.22,130.44,142.16,97.8,38.97,94.68,135.48,147.88,23.89,199.42,48.76,64.85,71.73
CUST_00084,Loan,25,Other,East,27498.53,-4291.31,479,15470.53,Pending,27,1,0,0,3,1,0,1,6,0,160.72,192.79,130.59,133.45,131.73,167.66,42.47,100.17,-2.35,11.0,62.55,56.86,73.6,125.75,192.79,88.62,86.02,53.89,114.89,100.95
CUST_00085,Business,78,Male,North,50293.04,-6978.53,809,11188.44,Approved,32,1,0,0,1,1,0,3,15,1,151.06,226.26,35.85,19.77,144.26,188.86,19.73,159.38,129.37,75.0,149.32,147.97,-3.95,108.8,73.15,87.15,110.48,124.53,90.57,79.97
CUST_00086,Business,68,Female,North,37514.04,26260.54,596,4934.73,Approved,45,1,0,1,3,0,0,4,5,0,36.39,86.22,39.46,61.47,140.02,178.36,145.03,-14.53,92.08,89.14,188.11,102.74,59.61,121.2,82.18,84.73,44.66,65.98,40.49,57.29
CUST_00087,Checking,28,Male,South,73834.23,18478.57,648,12946.65,Approved,8,0,0,0,0,0,0,4,9,0,133.39,78.81,222.55,43.61,74.17,110.28,60.41,152.03,82.51,101.75,159.08,83.81,143.74,156.05,194.99,131.45,57.78,47.89,112.17,71.91
CUST_00088,Savings,74,Male,West,53386.45,-6249.87,790,10825.88,Approved,17,0,0,0,0,0,1,0,5,1,71.74,128.4,115.81,17.55,119.32,151.27,93.95,61.99,70.59,150.79,146.44,87.76,16.74,99.8,116.29,89.58,66.8,162.81,-33.37,84.34
CUST_00089,Loan,29,Male,West,62519.18,-8500.81,652,16691.65,Approved,23,0,0,1,0,1,1,4,11,0,56.35,99.79,103.59,92.31,-19.86,66.22,115.55,1.21,211.64,146.05,10.86,124.19,63.91,54.85,78.37,198.2,63.76,-29.17,121.26,93.76
CUST_00090,Checking,26,Male,North,63334.79,16261.73,380,12209.97,Pending,31,0,0,1,4,0,0,4,5,2,184.77,69.92,152.64,119.29,144.18,118.53,124.24,141.51,78.62,123.79,105.07,43.73,158.66,115.24,95.15,147.18,143.13,77.04,131.04,57.08
CUST_00091,Loan,19,Female,North,41137.34,23853.61,733,19469.97,Approved,22,1,0,1,1,0,0,4,2,1,56.48,72.01,100.67,84.79,109.57,111.21,86.84,120.86,132.37,187.07,38.37,27.61,70.76,23.8,147.28,159.52,151.64,63.09,36.43,36.27
CUST_00092,Loan,25,Other,South,28691.59,24408.23,422,16739.06,Pending,11,0,1,1,2,0,1,0,16,2,167.57,104.27,96.11,89.07,108.95,96.16,77.1,58.33,123.77,84.93,126.58,64.75,97.0,30.98,77.4,159.63,33.87,86.3,81.99,93.73
CUST_00093,Checking,75,Other,North,49001.08,10912.46,588,27735.49,Pending,33,0,0,1,4,1,1,0,8,1,13.81,107.73,42.02,9.63,67.11,142.14,75.15,88.16,130.17,43.95,189.23,132.83,-1.52,24.92,190.23,172.24,111.28,102.32,108.09,79.23
CUST_00094,Checking,28,Female,South,67344.46,11643.44,769,9657.02,Rejected,25,0,0,1,3,0,1,3,2,1,105.75,103.4,166.18,48.45,97.38,128.17,76.48,113.63,115.14,70.36,101.8,100.5,119.02,69.51,93.35,127.19,30.81,59.99,11.95,96.95
CUST_00095,Checking,77,Other,East,45344.65,12460.62,809,32798.49,Rejected,5,1,0,1,1,0,1,2,9,0,23.15,64.49,165.96,78.07,116.43,79.65,61.88,61.25,170.2,101.81,28.57,55.3,90.98,23.11,79.51,153.66,99.25,97.71,181.15,97.33
CUST_00096,Checking,70,Male,North,61819.08,27396.0,779,25672.41,Rejected,4,0,1,1,1,0,0,0,11,2,45.17,65.77,68.17,90.38,203.59,85.6,119.46,66.25,132.19,107.79,124.08,10.86,75.38,120.69,166.13,122.03,35.11,242.33,128.1,141.28
